PROVINCIA,COMARCA,LOCALIDAD,CÓD. CENTRO,NOMBRE CENTRO,NIVEL,CURSO,% VOTOS VALENCIANO,% VOTOS CASTELLANO
PROVÍNCIA,COMARCA,LOCALITAT,CODI CENTRE,NOM DEL CENTRE,NIVELL,CURS,% VOTS VALENCIÀ,% VOTS CASTELLÀ
València,L'Horta Sud,ALFAFAR,46000936,"CENTRE PRIVAT GUÍA, SL",INF,5INF,"18,18","81,82"
València,L'Horta Sud,ALFAFAR,46000948,CENTRE PRIVAT MARÍA INMACULADA,INF,3INF,"35,29","64,71"
València,L'Horta Sud,ALFAFAR,46000948,CENTRE PRIVAT MARÍA INMACULADA,INF,4INF,"18,75","81,25"
València,L'Horta Sud,ALFAFAR,46000948,CENTRE PRIVAT MARÍA INMACULADA,INF,5INF,20,80
València,L'Horta Sud,ALFAFAR,46000997,CEIP ORBA,INF,3INF,0,100
València,L'Horta Sud,ALFAFAR,46000997,CEIP ORBA,INF,4INF,0,100
València,L'Horta Sud,ALFAFAR,46000997,CEIP ORBA,INF,5INF,20,80
València,L'Horta Nord,ALFARA DEL PATRIARCA,46001035,CENTRE PRIVAT RAMÓN Y CAJAL,INF,3INF,20,80
València,L'Horta Nord,ALFARA DEL PATRIARCA,46001035,CENTRE PRIVAT RAMÓN Y CAJAL,INF,4INF,0,100
València,L'Horta Nord,ALFARA DEL PATRIARCA,46001035,CENTRE PRIVAT RAMÓN Y CAJAL,INF,5INF,25,75
València,L'Horta Nord,ALFARA DEL PATRIARCA,46001047,CEIP DOCTORA ANNA LLUCH,INF,3INF,100,0
València,L'Horta Nord,ALFARA DEL PATRIARCA,46001047,CEIP DOCTORA ANNA LLUCH,INF,4INF,95,5
València,L'Horta Nord,ALFARA DEL PATRIARCA,46001047,CEIP DOCTORA ANNA LLUCH,INF,5INF,100,0
València,La Ribera Alta,ALFARB,46001060,CEIP SANT JAUME APÒSTOL,INF,2INF,"83,33","16,67"
València,La Ribera Alta,ALFARB,46001060,CEIP SANT JAUME APÒSTOL,INF,3INF,100,0
València,La Ribera Alta,ALFARB,46001060,CEIP SANT JAUME APÒSTOL,INF,4INF,100,0
València,La Ribera Alta,ALFARB,46001060,CEIP SANT JAUME APÒSTOL,INF,5INF,100,0
València,La Vall d'Albaida,ALFARRASÍ,46001072,CEIP DOCTOR BORRÀS,INF,2INF,"85,71","14,29"
València,La Vall d'Albaida,ALFARRASÍ,46001072,CEIP DOCTOR BORRÀS,INF,3INF,"66,67","33,33"
València,La Vall d'Albaida,ALFARRASÍ,46001072,CEIP DOCTOR BORRÀS,INF,4INF,"87,5","12,5"
València,La Vall d'Albaida,ALFARRASÍ,46001072,CEIP DOCTOR BORRÀS,INF,5INF,"66,67","33,33"
València,La Ribera Alta,ALGEMESÍ,46001096,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,INF,3INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001096,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,INF,4INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001096,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,INF,5INF,"96,97","3,03"
València,La Ribera Alta,ALGEMESÍ,46001102,CENTRE PRIVAT MARÍA AUXILIADORA,INF,3INF,"93,33","6,67"
València,La Ribera Alta,ALGEMESÍ,46001102,CENTRE PRIVAT MARÍA AUXILIADORA,INF,4INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001102,CENTRE PRIVAT MARÍA AUXILIADORA,INF,5INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001114,CENTRE PRIVAT SANTA ANA,INF,3INF,90,10
València,La Ribera Alta,ALGEMESÍ,46001114,CENTRE PRIVAT SANTA ANA,INF,4INF,"87,5","12,5"
València,La Ribera Alta,ALGEMESÍ,46001114,CENTRE PRIVAT SANTA ANA,INF,5INF,"95,45","4,55"
València,La Ribera Alta,ALGEMESÍ,46001126,CENTRE PRIVAT NUESTRA SEÑORA DE LA SALUD,INF,3INF,"65,38","34,62"
València,La Ribera Alta,ALGEMESÍ,46001126,CENTRE PRIVAT NUESTRA SEÑORA DE LA SALUD,INF,4INF,"58,33","41,67"
València,La Ribera Alta,ALGEMESÍ,46001126,CENTRE PRIVAT NUESTRA SEÑORA DE LA SALUD,INF,5INF,"77,78","22,22"
València,La Ribera Alta,ALGEMESÍ,46001141,CEIP BLASCO IBÁÑEZ,INF,3INF,75,25
València,La Ribera Alta,ALGEMESÍ,46001141,CEIP BLASCO IBÁÑEZ,INF,4INF,"62,5","37,5"
València,La Ribera Alta,ALGEMESÍ,46001141,CEIP BLASCO IBÁÑEZ,INF,5INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001187,CEIP RIBALTA,INF,3INF,"92,86","7,14"
València,La Ribera Alta,ALGEMESÍ,46001187,CEIP RIBALTA,INF,4INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001187,CEIP RIBALTA,INF,5INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001205,CEIP CERVANTES,INF,2INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001205,CEIP CERVANTES,INF,3INF,"61,54","38,46"
València,La Ribera Alta,ALGEMESÍ,46001205,CEIP CERVANTES,INF,4INF,100,0
València,La Ribera Alta,ALGEMESÍ,46001205,CEIP CERVANTES,INF,5INF,"93,75","6,25"
València,La Ribera Alta,CARRASCALET,46001229,CEIP VIRGEN DEL PILAR,INF,3INF,100,0
València,La Ribera Alta,CARRASCALET,46001229,CEIP VIRGEN DEL PILAR,INF,4INF,100,0
València,La Ribera Alta,CARRASCALET,46001229,CEIP VIRGEN DEL PILAR,INF,5INF,"77,78","22,22"
València,El Camp de Morvedre,ALGÍMIA D'ALFARA,46001242,CEIP PALANCIA,INF,2INF,100,0
València,El Camp de Morvedre,ALGÍMIA D'ALFARA,46001242,CEIP PALANCIA,INF,3INF,100,0
València,El Camp de Morvedre,ALGÍMIA D'ALFARA,46001242,CEIP PALANCIA,INF,4INF,100,0
València,El Camp de Morvedre,ALGÍMIA D'ALFARA,46001242,CEIP PALANCIA,INF,5INF,100,0
València,La Ribera Alta,ALGINET,46001254,CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS,INF,3INF,"45,45","54,55"
València,La Ribera Alta,ALGINET,46001254,CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS,INF,4INF,"41,67","58,33"
València,La Ribera Alta,ALGINET,46001254,CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS,INF,5INF,"36,36","63,64"
València,La Ribera Alta,ALGINET,46001291,CEIP PEPITA GREUS,INF,3INF,100,0
València,La Ribera Alta,ALGINET,46001291,CEIP PEPITA GREUS,INF,4INF,100,0
València,La Ribera Alta,ALGINET,46001291,CEIP PEPITA GREUS,INF,5INF,100,0
València,L'Horta Nord,ALMÀSSERA,46001308,CENTRE PRIVAT PALMA ALMÀSSERA,INF,3INF,"29,41","70,59"
València,L'Horta Nord,ALMÀSSERA,46001308,CENTRE PRIVAT PALMA ALMÀSSERA,INF,4INF,15,85
València,L'Horta Nord,ALMÀSSERA,46001308,CENTRE PRIVAT PALMA ALMÀSSERA,INF,5INF,"31,25","68,75"
València,L'Horta Nord,ALMÀSSERA,46001311,CEIP CARRAIXET,INF,2INF,"64,29","35,71"
València,L'Horta Nord,ALMÀSSERA,46001311,CEIP CARRAIXET,INF,3INF,"77,78","22,22"
València,L'Horta Nord,ALMÀSSERA,46001311,CEIP CARRAIXET,INF,4INF,"79,17","20,83"
València,L'Horta Nord,ALMÀSSERA,46001311,CEIP CARRAIXET,INF,5INF,"90,32","9,68"
València,La Safor,ALMOINES,46001333,CEIP EL CASTELL,INF,3INF,"91,67","8,33"
València,La Safor,ALMOINES,46001333,CEIP EL CASTELL,INF,4INF,100,0
València,La Safor,ALMOINES,46001333,CEIP EL CASTELL,INF,5INF,100,0
València,La Ribera Baixa,ALMUSSAFES,46001357,CEIP ALMASSAF,INF,3INF,"93,88","6,12"
València,La Ribera Baixa,ALMUSSAFES,46001357,CEIP ALMASSAF,INF,4INF,92,8
València,La Ribera Baixa,ALMUSSAFES,46001357,CEIP ALMASSAF,INF,5INF,100,0
València,La Safor,ALQUERIA DE LA COMTESSA (L'),46001436,CEIP SANT PERE APÒSTOL,INF,3INF,100,0
València,La Safor,ALQUERIA DE LA COMTESSA (L'),46001436,CEIP SANT PERE APÒSTOL,INF,4INF,100,0
València,La Safor,ALQUERIA DE LA COMTESSA (L'),46001436,CEIP SANT PERE APÒSTOL,INF,5INF,"83,33","16,67"
València,La Canal de Navarrés,ANNA,46001451,CEIP MAESTRO D. JAIME APARICIO PÉREZ,INF,2INF,"63,64","36,36"
València,La Canal de Navarrés,ANNA,46001451,CEIP MAESTRO D. JAIME APARICIO PÉREZ,INF,3INF,75,25
València,La Canal de Navarrés,ANNA,46001451,CEIP MAESTRO D. JAIME APARICIO PÉREZ,INF,4INF,"57,14","42,86"
València,La Canal de Navarrés,ANNA,46001451,CEIP MAESTRO D. JAIME APARICIO PÉREZ,INF,5INF,75,25
València,La Ribera Alta,ANTELLA,46001461,CEIP XARQUIA,INF,2INF,50,50
València,La Ribera Alta,ANTELLA,46001461,CEIP XARQUIA,INF,3INF,75,25
València,La Ribera Alta,ANTELLA,46001461,CEIP XARQUIA,INF,4INF,100,0
València,La Ribera Alta,ANTELLA,46001461,CEIP XARQUIA,INF,5INF,100,0
València,La Vall d'Albaida,AIELO DE MALFERIT,46001515,CEIP SANT JOSEP DE CALASSANÇ,INF,3INF,"95,45","4,55"
València,La Vall d'Albaida,AIELO DE MALFERIT,46001515,CEIP SANT JOSEP DE CALASSANÇ,INF,4INF,85,15
València,La Vall d'Albaida,AIELO DE MALFERIT,46001515,CEIP SANT JOSEP DE CALASSANÇ,INF,5INF,100,0
València,El Valle de Cofrentes-Ayora,AYORA,46001552,CEIP ISIDRO GIRANT,INF,3INF,"13,04","86,96"
València,El Valle de Cofrentes-Ayora,AYORA,46001552,CEIP ISIDRO GIRANT,INF,4INF,10,90
València,El Valle de Cofrentes-Ayora,AYORA,46001552,CEIP ISIDRO GIRANT,INF,5INF,"5,88","94,12"
València,La Costera,BARXETA,46001576,CEIP CARLES SALVADOR,INF,3INF,100,0
València,La Costera,BARXETA,46001576,CEIP CARLES SALVADOR,INF,4INF,100,0
València,La Costera,BARXETA,46001576,CEIP CARLES SALVADOR,INF,5INF,90,10
València,La Safor,BELLREGUARD,46001606,CEIP GREGORI MAYANS I CISCAR,INF,3INF,"95,65","4,35"
València,La Safor,BELLREGUARD,46001606,CEIP GREGORI MAYANS I CISCAR,INF,4INF,100,0
València,La Safor,BELLREGUARD,46001606,CEIP GREGORI MAYANS I CISCAR,INF,5INF,100,0
València,El Camp de Túria,BENAGUASIL,46001667,CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,INF,3INF,"57,14","42,86"
València,El Camp de Túria,BENAGUASIL,46001667,CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,INF,4INF,"31,25","68,75"
València,El Camp de Túria,BENAGUASIL,46001667,CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,INF,5INF,40,60
València,El Camp de Túria,BENAGUASIL,46001679,CEIP LUIS VIVES,INF,2INF,100,0
València,El Camp de Túria,BENAGUASIL,46001679,CEIP LUIS VIVES,INF,3INF,"91,3","8,7"
València,El Camp de Túria,BENAGUASIL,46001679,CEIP LUIS VIVES,INF,4INF,"89,66","10,34"
València,El Camp de Túria,BENAGUASIL,46001679,CEIP LUIS VIVES,INF,5INF,"84,62","15,38"
València,L'Horta Sud,BENETÚSSER,46001734,CENTRE PRIVAT NUESTRA SEÑORA DEL SOCORRO,INF,3INF,"79,31","20,69"
