PROVINCIA,COMARCA,LOCALIDAD,CÓD. CENTRO,NOMBRE CENTRO,NIVEL,CURSO,% VOTOS VALENCIANO,% VOTOS CASTELLANO
PROVÍNCIA,COMARCA,LOCALITAT,CODI CENTRE,NOM DEL CENTRE,NIVELL,CURS,% VOTS VALENCIÀ,% VOTS CASTELLÀ
Castelló,La Plana Baixa,BORRIANA,12000686,CENTRE PRIVAT VILLA FÁTIMA,PRI,5PRI,0,100
Castelló,La Plana Baixa,BORRIANA,12000686,CENTRE PRIVAT VILLA FÁTIMA,PRI,6PRI,"16,67","83,33"
Castelló,La Plana Baixa,BORRIANA,12000698,CENTRE PRIVAT SALESIANOS SAN JUAN BAUTISTA,PRI,1PRI,"37,5","62,5"
Castelló,La Plana Baixa,BORRIANA,12000698,CENTRE PRIVAT SALESIANOS SAN JUAN BAUTISTA,PRI,2PRI,"10,81","89,19"
Castelló,La Plana Baixa,BORRIANA,12000698,CENTRE PRIVAT SALESIANOS SAN JUAN BAUTISTA,PRI,3PRI,"16,67","83,33"
Castelló,La Plana Baixa,BORRIANA,12000698,CENTRE PRIVAT SALESIANOS SAN JUAN BAUTISTA,PRI,4PRI,"23,53","76,47"
Castelló,La Plana Baixa,BORRIANA,12000698,CENTRE PRIVAT SALESIANOS SAN JUAN BAUTISTA,PRI,5PRI,"32,26","67,74"
Castelló,La Plana Baixa,BORRIANA,12000698,CENTRE PRIVAT SALESIANOS SAN JUAN BAUTISTA,PRI,6PRI,5,95
Castelló,La Plana Baixa,BORRIANA,12000716,CENTRE PRIVAT ILLES COLUMBRETES,PRI,1PRI,100,0
Castelló,La Plana Baixa,BORRIANA,12000716,CENTRE PRIVAT ILLES COLUMBRETES,PRI,2PRI,"87,5","12,5"
Castelló,La Plana Baixa,BORRIANA,12000716,CENTRE PRIVAT ILLES COLUMBRETES,PRI,3PRI,"89,47","10,53"
Castelló,La Plana Baixa,BORRIANA,12000716,CENTRE PRIVAT ILLES COLUMBRETES,PRI,4PRI,100,0
Castelló,La Plana Baixa,BORRIANA,12000716,CENTRE PRIVAT ILLES COLUMBRETES,PRI,5PRI,"66,67","33,33"
Castelló,La Plana Baixa,BORRIANA,12000716,CENTRE PRIVAT ILLES COLUMBRETES,PRI,6PRI,"76,92","23,08"
Castelló,La Plana Alta,CABANES,12000728,CEIP NUESTRA SEÑORA DEL BUEN SUCESO,PRI,1PRI,"78,57","21,43"
Castelló,La Plana Alta,CABANES,12000728,CEIP NUESTRA SEÑORA DEL BUEN SUCESO,PRI,2PRI,100,0
Castelló,La Plana Alta,CABANES,12000728,CEIP NUESTRA SEÑORA DEL BUEN SUCESO,PRI,3PRI,"83,33","16,67"
Castelló,La Plana Alta,CABANES,12000728,CEIP NUESTRA SEÑORA DEL BUEN SUCESO,PRI,4PRI,"90,91","9,09"
Castelló,La Plana Alta,CABANES,12000728,CEIP NUESTRA SEÑORA DEL BUEN SUCESO,PRI,5PRI,80,20
Castelló,La Plana Alta,CABANES,12000728,CEIP NUESTRA SEÑORA DEL BUEN SUCESO,PRI,6PRI,"66,67","33,33"
Castelló,El Baix Maestrat,CÀLIG,12000731,CEIP FELICINDA COLLELL,PRI,1PRI,100,0
Castelló,El Baix Maestrat,CÀLIG,12000731,CEIP FELICINDA COLLELL,PRI,2PRI,100,0
Castelló,El Baix Maestrat,CÀLIG,12000731,CEIP FELICINDA COLLELL,PRI,3PRI,"83,33","16,67"
Castelló,El Baix Maestrat,CÀLIG,12000731,CEIP FELICINDA COLLELL,PRI,4PRI,100,0
Castelló,El Baix Maestrat,CÀLIG,12000731,CEIP FELICINDA COLLELL,PRI,5PRI,75,25
Castelló,El Baix Maestrat,CÀLIG,12000731,CEIP FELICINDA COLLELL,PRI,6PRI,100,0
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000765,CEIP BENADRESSA,PRI,1PRI,"83,33","16,67"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000765,CEIP BENADRESSA,PRI,2PRI,70,30
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000765,CEIP BENADRESSA,PRI,3PRI,"54,55","45,45"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000765,CEIP BENADRESSA,PRI,4PRI,"93,75","6,25"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000765,CEIP BENADRESSA,PRI,5PRI,"57,14","42,86"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000765,CEIP BENADRESSA,PRI,6PRI,"78,57","21,43"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000777,CEIP SAN AGUSTÍN,PRI,1PRI,75,25
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000777,CEIP SAN AGUSTÍN,PRI,2PRI,"33,33","66,67"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000777,CEIP SAN AGUSTÍN,PRI,3PRI,75,25
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000777,CEIP SAN AGUSTÍN,PRI,4PRI,50,50
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000777,CEIP SAN AGUSTÍN,PRI,5PRI,0,100
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000777,CEIP SAN AGUSTÍN,PRI,6PRI,50,50
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000790,CEIP ISIDORO ANDRÉS VILLARROYA,PRI,1PRI,"82,46","17,54"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000790,CEIP ISIDORO ANDRÉS VILLARROYA,PRI,2PRI,"59,32","40,68"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000790,CEIP ISIDORO ANDRÉS VILLARROYA,PRI,3PRI,"76,47","23,53"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000790,CEIP ISIDORO ANDRÉS VILLARROYA,PRI,4PRI,"57,89","42,11"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000790,CEIP ISIDORO ANDRÉS VILLARROYA,PRI,5PRI,"73,08","26,92"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000790,CEIP ISIDORO ANDRÉS VILLARROYA,PRI,6PRI,"62,96","37,04"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000807,CEIP EJÉRCITO,PRI,1PRI,50,50
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000807,CEIP EJÉRCITO,PRI,2PRI,"38,89","61,11"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000807,CEIP EJÉRCITO,PRI,3PRI,50,50
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000807,CEIP EJÉRCITO,PRI,4PRI,"52,94","47,06"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000807,CEIP EJÉRCITO,PRI,5PRI,"45,83","54,17"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000807,CEIP EJÉRCITO,PRI,6PRI,"36,84","63,16"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000819,CEIP CERVANTES,PRI,1PRI,30,70
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000819,CEIP CERVANTES,PRI,2PRI,40,60
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000819,CEIP CERVANTES,PRI,3PRI,"22,22","77,78"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000819,CEIP CERVANTES,PRI,4PRI,"11,11","88,89"
